id,valorPropiedad,direccionPropiedad,numeroHabitaciones,estrato,barrio
22a56c7d-05b5-4d4f-8a3f-15af416ede3a,$340895728.62,"Av. Yaneth Marisol Figueroa Guerrero # 47-8 Sur Etapa 4 apartamento 5 701586 San Onofre, Sucre",5,3,La Estrella
06d46c49-608a-4337-b933-754b52633297,$575799307.26,"Carrera 46 # 52U-69 Este 132233 El Carmen de Bolívar, Bolívar",3,4,Itagui
3672638b-a08c-4666-a7d2-219e6251636f,$384220001.23,"Calle 199E Este # 21-2 Sur 080998 Ponedera, Atlántico",4,3,Belen
ff2eade7-f59f-4f01-bfac-75a3c9e25018,$288833492.39,"Cr. 16 # 4-15 Este 910246 Puerto Nariño, Amazonas",1,6,Sabaneta
6ff36e4d-d6c4-406b-a50c-6dbe81a95c85,$349770546.81,"Av. Sergio Alexander Padilla Calderón # 8-4 Sur 731324 Espinal, Tolima",5,6,Envigado
af01afcd-2dc6-4dfa-9ff4-79c828460cdf,$231963924.36,"Avenida Andrea Pulido # 4-10 Sur 738628 Purificación, Tolima",4,3,Belen
e81cbeeb-e696-4b7c-a917-020adc0e69c6,$981485098.94,"Carrera 179 # 35-5 Este 051035 El Santuario, Antioquia",2,3,Sabaneta
a531e8ac-1818-40b4-8928-51c2d99ca282,$392837015.69,"Carrera 80Y # 12U-4 Sur Etapa 1 apartamento 7 133334 Santa Rosa, Bolívar",3,1,Envigado
c6940598-e86a-4a90-98e9-bdfa96c0e9d8,$310595760.44,"Calle 6V # 59-5 Este 414896 Palermo, Huila",1,5,Belen
7e03c6d2-1537-45f1-bec1-bb24f84a680d,$712546523.26,"Dg. 35Z Bis V # 57-74 Sur 154328 Cubará, Boyacá",2,6,La Estrella
48870f54-1396-46f0-a0ec-252620416027,$147458264.45,"Calle 5ª # 68-22 542824 Hacarí, Norte de Santander",1,5,Belen
2e955dd6-cf03-424e-98a2-a1a5463fcafb,$495927097.68,"Avenida carrera 199 # 47C-9 527170 Cuaspud Carlosama, Nariño",4,3,Envigado
d30fe6d5-8f7b-49b3-a7af-b3bdb388c757,$967222760.98,"Dg. 22 # 62-1 Etapa 7 apartamento 1 545697 Arboledas, Norte de Santander",3,4,Laureles
6af51e71-fb37-4d4a-a8e9-a1c096e22018,$831009863.03,"Carrera 100 # 15-6 Este Etapa 4 apartamento 31 689666 Suratá, Santander",4,4,Laureles
81b52f2f-67c6-40ed-a5b0-1c31a20b348c,$598170098.65,"Cl. 1 Sur # 8-94 Este 194216 Rosas, Cauca",1,2,Envigado
72977886-ddab-4097-8ce2-8b4e79e8e97b,$820584972.46,Cr. 42 # 39-28 Sur 863260 Mocoa,3,1,Sabaneta
769abfd3-64b9-42dd-8803-f84c2d0fdc28,$162528984.1,"Calle 147 # 53-70 Este Oficina 5 050016 Peñol, Antioquia",4,5,Sabaneta
418683d5-1d95-43d9-95c0-41eec2a11aa8,$786908862.71,"Cr. 4Q # 5-36 151173 Busbanzá, Boyacá",4,4,La Estrella
a9a3ff90-e10c-43e6-a39b-ad237566b636,$332485475.89,"Calle 28 # 41-84 Sur Torre 8 apartamento 6 761197 Candelaria, Valle del Cauca",5,4,Belen
ab116b98-0972-47d1-930e-9cbea2542d65,$590197997.09,"Calle 100Y # 6V-62 Sur Bodega 1 254556 Sesquilé, Cundinamarca",1,5,Laureles
dd005afc-cbc5-4ef1-a05a-80dc05b9a939,$950210690.31,"Carrera 121N # 1-3 256746 Susa, Cundinamarca",2,6,Sabaneta
d13b5d60-11f0-4b05-9ae2-9065fc254121,$301413819.03,"Avenida Palmar # 5-6 Bodega 85 682771 Betulia, Santander",1,2,Sabaneta
0ac6b063-b6e2-4b80-a4a9-3e9692436ec7,$215122870.91,"Avenida Bolívar # 3-9 Sur 865628 Colón, Putumayo",1,2,Poblado
7148f518-45e6-4eb2-b3bf-f3bbb1a8c2a9,$438091694.03,"Cr. 46 # 8-8 Casa 25 765408 Calima, Valle del Cauca",5,4,Belen
fc285025-01b7-401c-9420-368047b3f9b7,$81007862.61,"Diagonal 188 Bis # 6-67 Bodega 60 766608 El Cairo, Valle del Cauca",3,6,Belen
ae83fbc4-a726-4595-b857-ff87b1568ef3,$717838180.19,"Avenida calle 94 # 11-3 Sur Bodega 651 233055 Tuchín, Córdoba",4,1,Sabaneta
d48b56c0-50d0-474d-9e69-dac95f695401,$927715492.26,"Avenida calle 63 # 7-1 Este Oficina 29 151637 Sativasur, Boyacá",5,6,Sabaneta
1e6d9fa0-c405-44a5-9233-b0fdc9dcdbce,$453882017.8,"Av. calle 32 # 72-61 Este Bodega 80 158697 Motavita, Boyacá",5,2,Envigado
867faea3-61f8-4a5b-952f-90d6ba46a9c4,$912990872.95,"Cr. 185J # 48-43 Este 542269 Chitagá, Norte de Santander",2,1,Poblado
d4594173-0a88-466d-9d7b-ccaccb57b40c,$207626649.76,"Av. carrera 7ª # 78-14 Este 278799 Nuquí, Chocó",3,5,Belen
b5d17deb-4fe1-456d-ba5e-c737a0d590ac,$467195776.24,"Calle 143B # 80-25 Este Apartamento 7 153424 Coper, Boyacá",4,6,Belen
4d715d69-c505-49d2-b850-4a50c5e0ad9f,$714747000.73,"Cl. 6Y Bis H # 48-49 Sur 255800 Albán, Cundinamarca",3,5,La Estrella
fc41f001-f734-4030-8788-59ea89c8b99e,$465870920.39,"Carrera 122 # 14-6 Sur Casa 2 688160 Santa Bárbara, Santander",5,1,Caldas
0cce1969-1de5-4c28-9a99-f0e2bb00f642,$747807227.12,"Cr. 9ª # 9-22 Este 157985 Zetaquira, Boyacá",5,3,Poblado
412436ef-7516-4344-a88e-7c2770bb14d5,$136760542.3,"Cr. 88 # 60Y-81 Oficina 913 175554 La Merced, Caldas",5,5,Poblado
32221afd-29f6-43c7-a6b1-ba144735fba1,$999593796.03,"Avenida Marín # 4-6 Este 250858 Guatavita, Cundinamarca",3,5,Poblado
6b7741a2-9703-44a8-b341-8e9c05e2fe0d,$774953553.96,"Cr. 31 Bis U # 6-1 Apto. 3 133613 María la Baja, Bolívar",2,4,La Estrella
d1c8d189-88cd-4081-bd47-df0f0a76766e,$920269148.53,"Carrera 26A # 29-1 Este Apartamento 38 134667 Achí, Bolívar",2,5,Caldas
55805f24-451c-48e9-96f6-b2997a4d507f,$653045483.48,"Avenida calle 80 # 4-3 Este Local 94 114766 Bogotá, D.C.",4,1,La Estrella
4e87ad38-de44-4d4b-a1ce-9905fbe1f0a2,$380563003.48,"Carrera 51 # 4-75 Este Etapa 3 apartamento 50 540099 Los Patios, Norte de Santander",3,3,Laureles
afb719a7-88e1-4981-99f1-deb6e3e79b6b,$864846439.68,"Cr. 90 # 28-5 Este Casa 3 819431 Cravo Norte, Arauca",3,4,La Estrella
6b596022-0de2-497e-85ac-e17fbc3feace,$323806905.59,"Av. Ruiz # 59-3 Este Etapa 2 apartamento 452 081491 Ponedera, Atlántico",4,5,Poblado
9d58c12a-21d1-4104-bd40-e65d5e08151c,$482084613.17,"Avenida carrera 3ª # 85-87 Sur 523364 La Tola, Nariño",3,3,Itagui
28ca10d2-905f-4559-b4d0-075ae67dc096,$160125521.36,"Dg. 21 # 7Q-40 Bodega 9 414283 Palermo, Huila",4,5,Poblado
d6ab2e51-62c6-4ac6-a2fc-c941945c49c8,$674777367.16,"Cl. 1ª # 99-32 Sur 252788 Ricaurte, Cundinamarca",5,4,Caldas
75fe56bd-4e00-498a-a0e9-61a295b0ea35,$101493881.11,"Cl. 93 # 86L-8 Casa 35 173731 La Merced, Caldas",5,3,La Estrella
9f0e28ee-dc4a-44f6-a8ab-ff1129b70ccd,$644138305.04,"Cl. 9 Este # 85-8 Este 056591 Puerto Triunfo, Antioquia",1,2,Belen
61e113a4-494e-4daf-8305-709665e7bb41,$571758657.13,"Calle 29 # 26-85 Este Casa 8 051843 Arboletes, Antioquia",3,4,La Estrella
7d20defc-1047-4496-8253-b5220e0d125b,$165354779.19,"Cr. 30 # 5-3 Este Bodega 40 730299 Icononzo, Tolima",5,2,Envigado
b7eef2fe-3f88-43f9-8643-94904fbc236b,$345212631.47,"Carrera 32 # 38-64 Sur 639772 Salento, Quindío",1,5,Caldas
fd3f9c05-f901-4b8e-83f1-5a3dacfaf804,$138548741.22,"Avenida calle 29 # 1-9 Este Torre 7 apartamento 7 083886 Sabanagrande, Atlántico",1,4,Laureles
a008cd4a-87ce-4f04-b610-77958f33c75f,$665324204.34,"Carrera 176Z # 2-79 158650 Jericó, Boyacá",2,4,Belen
0f31d969-33a3-4ed2-9163-8400d0197846,$533428414.32,"Calle 7A # 65-26 254300 Venecia, Cundinamarca",3,4,La Estrella
e173f0bd-57d9-4933-bd63-68427124163e,$981232400.97,"Carrera 149L Bis I # 3-26 Este 686368 El Peñón, Santander",2,4,Envigado
0b786c35-a1ca-40ee-a005-e01742d6fac7,$414406712.58,"Tr. 20 # 7P-2 255890 Cáqueza, Cundinamarca",5,5,Envigado
bd4e9fe7-7012-449d-a68b-4bc9909f676e,$870825587.71,"Cl. 184 # 9-9 Este 259027 San Juan de Rioseco, Cundinamarca",3,4,Itagui
3243b538-108c-4172-ba5f-50ec63973c72,$937535974.0,"Cl. 49 # 21-9 Sur Casa 13 252146 Chipaque, Cundinamarca",5,3,Poblado
f74fc4e2-d5e5-4a40-bda4-726015c7ab99,$318697034.12,"Carrera 28 # 25-9 Sur 506904 San Juanito, Meta",3,5,La Estrella
29c3e3f8-a72e-439b-b494-79deb4f0fe86,$871997564.97,"Cl. 43 # 6N-9 Este 949071 San Felipe, Guainía",4,5,La Estrella
9979bb48-9811-459d-b6b9-6d83b11f94af,$377867744.61,"Dg. 34 # 83V-4 Etapa 4 apartamento 55 058275 Betania, Antioquia",5,5,Caldas
233f5684-7e31-4331-8f02-0f3c55427c23,$482577386.02,"Cr. 90T # 65P-89 Este 252111 Guachetá, Cundinamarca",3,2,Sabaneta
00103dbb-9dbd-4fb8-8dc0-a917bc4efc31,$593207759.89,"Av. calle 108 # 8-22 Este Bodega 36 250867 Villa de San Diego de Ubaté, Cundinamarca",2,4,Poblado
557a657d-c077-4aad-b2ed-d0bc803b5521,$352267510.87,"Dg. 92 # 8-64 Sur Bodega 6 856915 Nunchía, Casanare",4,6,Caldas
7d507e40-0083-4c79-a4ab-4f84275e03cc,$416774814.87,"Tr. 4V # 5X-4 Este 196472 Jambaló, Cauca",2,4,Poblado
23263dcc-391d-4bcf-995e-aed593ee3364,$169933956.32,"Dg. 98 # 57-94 Este 680267 Güepsa, Santander",5,3,Laureles
ae36b262-dac8-4568-a423-f8d5b71c2cfa,$880480855.35,"Cl. 6L Bis # 2-6 Este Oficina 2 054717 San Rafael, Antioquia",4,1,La Estrella
504626e2-9d83-4c89-b66f-2159281cebac,$64580218.02,"Cr. 32 # 75-26 207169 Becerril, Cesar",2,4,Envigado
5936308d-bac9-4fac-881c-11f102b02095,$121086835.83,"Carrera 12 Este # 4-5 Este 174759 Neira, Caldas",3,3,Caldas
469d19a8-a7f8-4296-a5dd-d328826d5655,$667344819.95,"Carrera 34C Sur # 7-5 Torre 3 apartamento 7 137800 El Peñón, Bolívar",3,6,Caldas
b9deb744-44f6-49c8-b1db-5cc9d038de3a,$956432612.99,"Dg. 148 # 38-8 Este Etapa 8 apartamento 3 250557 La Mesa, Cundinamarca",4,5,Poblado
81f851c6-5f02-4ac4-8de5-59fd4645e2ff,$636586488.52,"Calle 38 # 9-17 Este 684564 Landázuri, Santander",2,6,Belen
abfdf044-d0b9-44e4-a829-53f08d2b5c6d,$997554626.81,"Carrera 163 # 7-7 Bodega 54 760853 Andalucía, Valle del Cauca",1,4,Laureles
e0e7058b-9111-4c53-8c73-68c10306515c,$772351208.34,"Calle 87 # 8-49 Sur 256312 San Juan de Rioseco, Cundinamarca",1,4,Envigado
e08da705-9f87-46f0-9b70-d70503ba8d9c,$709301104.65,"Cr. 112H # 4-6 Sur Casa 1 051442 Concordia, Antioquia",1,1,Itagui
712ef9b4-e905-4f9e-a12e-fe4f69d186e6,$806336291.9,"Calle 160 Bis # 4-7 Sur Bodega 601 410461 Timaná, Huila",3,3,Itagui
3cb71479-ebb0-41fd-80e4-5a379fd65316,$459152448.46,"Calle 28R # 4-64 256452 La Mesa, Cundinamarca",2,5,Caldas
4d7e0f19-4357-4bf4-8de0-59dafe223c65,$587631658.82,"Calle 192B Bis W # 4-31 Sur Apto. 45 234916 Puerto Libertador, Córdoba",2,2,Envigado
f50a788a-8817-4ad7-8714-5459f0e9dfa9,$125019933.13,"Av. San Juan de Arama # 4O-1 Este Local 12 132735 Simití, Bolívar",4,5,Sabaneta
d6d257da-e79a-4b8f-9894-8b9c704dea80,$522783889.75,"Cl. 57 # 3T-28 Este 528739 Sapuyes, Nariño",5,2,Sabaneta
3a642961-e4b2-420f-ae84-670316cbe732,$488092417.69,"Cl. 4T # 9-71 Bodega 587 158620 Zetaquira, Boyacá",3,4,Belen
e2579a41-2614-4c32-9275-27633a66d778,$683498681.4,Calle 12E # 4-27 865118 Mocoa,4,3,Envigado
14789020-1b6d-4e38-b984-255cfd9d2db5,$120168805.27,"Cr. 158 # 16-55 Este Bodega 903 540371 Hacarí, Norte de Santander",3,5,Belen
d3ef8409-6160-4ddf-9d1a-73ce85571554,$656991767.24,"Carrera 33 # 78-2 Este Apto. 5 051386 Retiro, Antioquia",4,6,Belen
0aaa8d8a-7bde-410d-9880-135533a3c2aa,$483994022.03,"Carrera 67T # 65R-7 Este Bodega 7 528685 El Rosario, Nariño",3,2,Caldas
5f073347-75c7-400b-a842-c2d539f8b3de,$860668685.73,"Calle 5ª # 38-5 685776 Guaca, Santander",1,2,Caldas
1d76e6a1-1667-44b9-a1ec-635814eec35d,$593326557.73,"Cl. 49 # 2-74 Este Torre 4 apartamento 68 411075 Gigante, Huila",5,3,Belen
f4590151-dfca-428e-abcb-80c82e28b0eb,$70842617.97,"Cr. 65 # 2N-46 Este Apto. 629 239409 Puerto Escondido, Córdoba",4,3,Poblado
a12b8de5-5b04-4625-be24-6614901d6cc9,$587632566.11,"Cl. 7 Sur # 99Y-29 058925 Buriticá, Antioquia",1,5,La Estrella
9db23fa6-763a-4db5-bfbd-647e4c78a76e,$841196954.69,"Cl. 36 # 47-88 Sur 689086 Guavatá, Santander",3,2,Itagui
c8dd3687-771b-4459-b666-0958bfc1e718,$258054311.98,"Cl. 19 # 82-35 Sur Torre 4 apartamento 269 191665 Totoró, Cauca",2,5,Belen
f4985991-4edc-4a1b-9621-2fee6de5faf2,$693876235.69,"Avenida carrera 140 # 5-81 Sur Torre 4 apartamento 6 050392 San Jerónimo, Antioquia",2,6,Laureles
cc0977b6-ca28-463c-a3c4-21b5333789da,$908233518.87,"Cr. 198M # 3-1 Sur 058792 Envigado, Antioquia",1,3,La Estrella
c05b7fa7-9f34-4d6c-82b1-b64d3ea717dd,$81696304.68,"Dg. 46 # 81Q-95 204510 Curumaní, Cesar",3,6,Envigado
5fad1494-07fe-4c0b-b2de-a0818e6fdd17,$135626706.96,"Calle 65 # 4-94 Sur Torre 9 apartamento 8 198457 Miranda, Cauca",3,3,Caldas
4548b148-a33d-4c4d-bb65-836d12bc5203,$216858066.92,"Cr. 46 Este # 56-6 Sur 086216 Baranoa, Atlántico",2,5,Itagui
7feb1a11-434e-47e9-8df3-67d5f0d8577f,$554309755.02,"Transversal 129 # 91K-9 Este Casa 4 952482 Miraflores, Guaviare",3,2,Belen
4a0ea54f-27f3-4520-847f-026a88cc68c5,$918346505.86,"Transversal 142 # 31-12 Este Casa 6 155664 La Capilla, Boyacá",4,3,Itagui
be483f64-7f25-4a66-96ff-c380710a80e7,$814020911.67,"Cl. 177M # 4-4 252897 Subachoque, Cundinamarca",4,1,Envigado
5ffe9a8f-5452-435d-81f5-cfb928802663,$766443918.41,"Cl. 173 # 70-6 Sur Apartamento 53 661279 Guática, Risaralda",2,6,Caldas
a2869355-0f1f-46e1-b727-06e53432fab2,$968906259.94,"Av. Puerto Nare # 18-4 Sur Apartamento 97 913886 Tarapacá, Amazonas",5,3,Laureles
9e4672c8-8429-4679-afa5-075225e86a5a,$801147870.16,"Av. Restrepo # 21-38 Este 684908 Oiba, Santander",1,3,Laureles
3434fa10-a0e5-4c17-a540-2c50914ef85a,$482046726.35,"Avenida Huila # 6C-34 Este 990279 Santa Rosalía, Vichada",3,5,Caldas
a8ab559b-e5ee-424a-922b-d7b0bfe44c27,$831296436.17,"Calle 159 Este # 3E-32 Este 158926 Muzo, Boyacá",3,1,Sabaneta
5f34df2b-576f-4a54-9628-2c2ce25e6ad2,$497903024.58,"Calle 80P Bis R # 8-89 Sur Oficina 572 052309 Sonsón, Antioquia",5,5,Itagui
08e97176-a100-4ac9-982d-55143e457a1b,$919493113.31,"Calle 59B # 1-21 Sur Apto. 19 680220 Páramo, Santander",2,6,Laureles
a95c860f-73f1-48c6-9c07-e3c6ff34e032,$653633726.26,"Cl. 96M Sur # 8-3 199501 Bolívar, Cauca",4,6,Belen
ebd86d0b-54cd-4052-b8c4-18fb04459f55,$666777473.97,"Cr. 179C # 74W-6 Sur Local 98 259019 Villa de San Diego de Ubaté, Cundinamarca",1,2,Poblado
9530591d-f4f7-4043-90c9-8d604e577c3e,$948948456.24,"Calle 2ª # 73-79 Local 387 869343 Puerto Asís, Putumayo",3,4,Laureles
34d0aac7-c2bb-4d7e-8908-f54f8beffc0b,$142332398.69,"Carrera 20 # 15-36 Local 9 474414 Tenerife, Magdalena",5,2,Caldas
0cb01d90-b2f9-43e4-9aa1-4ec27f48ebc3,$480961569.04,"Diagonal 108 # 9-95 472785 Sabanas de San Ángel, Magdalena",5,4,Envigado
9545c70f-736d-4318-bbf3-92b0c976e7ca,$891143094.7,"Avenida carrera 7ª # 2-5 Este 200568 San Martín, Cesar",1,4,Caldas
c110f026-b002-45a0-8593-ac7becf04546,$942100412.43,"Calle 40 # 18O-8 Este 447438 Dibulla, La Guajira",3,1,Itagui
c3c5e066-d602-4cd2-b991-bfd94a417715,$256406200.46,"Cr. 181 # 1-2 Sur Torre 6 apartamento 85 158230 Ventaquemada, Boyacá",4,2,Itagui
a8cb8fa5-392e-4445-abff-88e0737be060,$144386893.38,"Cr. 34 Sur # 2-1 Este 703344 Santiago de Tolú, Sucre",3,5,Itagui
ac63976f-2c14-4ae0-9ec9-a404e1bd1515,$107522584.71,"Cr. 6ª # 30-1 Sur Apto. 484 814932 Saravena, Arauca",3,2,Laureles
86b1c772-05af-4240-955f-e62c7ed3e344,$951560248.85,"Cr. 69O # 9-23 Sur 056299 El Santuario, Antioquia",4,1,Sabaneta
fb1d1e14-8433-4b4c-b4f5-27471569ae77,$659619243.87,"Avenida carrera 194 # 62M-6 Sur 157332 Quípama, Boyacá",5,1,Poblado
c5b61fc6-84fe-405c-ae44-a0f581aebfc3,$797454860.93,"Carrera 2M # 5-91 Sur 732459 San Luis, Tolima",2,2,Sabaneta
b2396580-7795-4d2c-b0b1-df3849de062d,$115179645.18,"Avenida calle 7ª # 66-99 Este 636153 Buenavista, Quindío",5,2,Sabaneta
04b90e8d-b3f0-46b7-a8e2-9a8a952be012,$822400332.07,"Tr. 21 # 69-86 Este 255817 Facatativá, Cundinamarca",2,3,Envigado
273ef8ec-f43d-43a3-9b25-dcda4f90d707,$799211566.56,Carrera 43 # 55-74 Este Apto. 4 082784 Barranquilla,5,1,Belen
14fb41d0-eba8-411c-a08e-c58ed21572da,$865485820.06,"Avenida calle 25 # 7A-73 Este 508008 Puerto Gaitán, Meta",2,2,Belen
8d12f3ef-62c0-4b00-a258-fbea72c061e7,$808588132.38,"Transversal 36 # 3-12 Oficina 76 447238 Manaure, La Guajira",1,6,Poblado
0d5bfd17-fd12-41f2-9a5f-09dc48a9425f,$175213068.08,"Av. calle 192 # 96-8 Sur Casa 82 052679 El Carmen de Viboral, Antioquia",3,2,Itagui
4c8b49ec-271c-4257-9eb7-805ea4d11b4b,$64992029.34,"Calle 8ª # 81-29 526895 Cuaspud Carlosama, Nariño",3,1,Envigado
6d5cde6c-bd18-4853-8854-72d66d0855ac,$754632154.11,"Calle 95 # 97-87 Este Etapa 8 apartamento 9 867189 Puerto Guzmán, Putumayo",5,1,Laureles
f5d2d470-32c1-48ae-822c-4933b754dbb2,$502433667.15,"Carrera 3ª # 14-5 Sur Oficina 64 479494 San Sebastián de Buenavista, Magdalena",3,5,Laureles
e41300fe-ae54-4af7-968d-1d94640b43b0,$479405148.91,"Cl. 31 # 82X-6 134294 María la Baja, Bolívar",2,5,Poblado
12c30717-c4c3-4dfc-9692-a5dcea4a73f0,$740880847.31,"Cl. 63O Este # 5-2 Torre 8 apartamento 31 259276 San Bernardo, Cundinamarca",5,3,La Estrella
66919c3e-4fea-4a81-85bc-187ff90fd6e0,$661173650.0,"Dg. 50 # 66O-9 Este Bodega 748 176674 Villamaría, Caldas",1,1,La Estrella
9a0b44e8-201a-430c-9181-451994ec50be,$854933616.01,"Cr. 43 # 62-9 054149 Rionegro, Antioquia",4,6,Laureles
a0ee6636-4f67-43b5-b221-973f825d8994,$515755411.44,"Calle 11 # 23V-2 055344 Belmira, Antioquia",4,1,Laureles
2e2ecff5-7829-49cc-b62b-1e3fb1839d82,$356006228.76,"Av. calle 74 # 35-24 Sur 154717 Pesca, Boyacá",2,1,Envigado
2850e325-63ac-480b-ac12-d1fbd7ba95e3,$311265199.58,"Calle 2P # 7-4 Este Oficina 704 087173 Campo de la Cruz, Atlántico",5,5,Itagui
1452d031-b8cc-4c34-8add-8ab6eb4ee436,$411859178.88,"Carrera 1ª # 56V-3 Este Bodega 5 151947 Cómbita, Boyacá",5,5,Belen
d9f729e8-4a65-4f2c-b954-9eac61bd7db9,$481029646.7,"Av. carrera 27 # 65-5 Sur Oficina 176 478306 Remolino, Magdalena",5,4,Laureles
9261b247-1f76-4ae4-8ca2-38adefa6f6cc,$803441288.45,"Cl. 61M # 47-3 Apto. 614 052806 Uramita, Antioquia",1,6,Sabaneta
7210c2a3-3e3a-4101-a6ff-a516e86acc94,$458566444.58,"Calle 1ª # 93-8 Este 197870 Sotará Paispamba, Cauca",2,4,Itagui
0d93b719-4a67-4d9c-8658-6ab6f5601e52,$836048263.54,"Av. Beltrán # 1-32 Este Casa 4 912707 Tarapacá, Amazonas",4,4,Laureles
dfa5733e-61a8-4786-91d6-21e441fbbc6a,$346920932.5,"Diagonal 66 # 7X-6 Etapa 2 apartamento 8 051799 Santo Domingo, Antioquia",3,6,Belen
9f57abae-1b15-4f5d-89c0-d47b91a0df85,$405585972.26,Calle 36 # 88-42 Este Casa 6 999251 Puerto Carreño,2,6,La Estrella
7eb04084-473e-46e7-88f7-87324e0c0455,$113776642.73,"Calle 59 # 37-4 Casa 22 057100 Retiro, Antioquia",1,1,Caldas
1bbd0479-55ef-4066-8cbd-7752e48a1d79,$141736210.94,"Av. carrera 64 # 48-4 Bodega 7 259279 Tenjo, Cundinamarca",3,2,Poblado
e6a8bc68-c2db-4f10-83a8-1ea9d1e4361c,$607141828.6,"Tr. 172P # 1-1 Este 860312 Villagarzón, Putumayo",5,5,Itagui
8f68a1be-914f-4ba1-ad05-b836835c2075,$686512601.5,"Carrera 137D Sur # 75-4 Este Etapa 4 apartamento 750 520822 La Llanada, Nariño",4,3,Caldas
d6c8d729-b4a8-48fc-96d4-53f8496619fc,$874687541.43,"Carrera 1ª # 8E-33 Sur Torre 2 apartamento 6 476363 Fundación, Magdalena",1,3,Belen
1e600be6-9c72-41f6-92f3-2c8957ce47da,$384063876.41,"Carrera 5ª # 8-8 Sur 524352 Roberto Payán, Nariño",5,5,Sabaneta
3301575a-670e-463c-95a3-cf8c48d61475,$196993667.07,"Carrera 139 # 57-1 Este Local 49 189831 El Doncello, Caquetá",4,2,Laureles
0ab626e8-0af8-468a-85d1-659e3f3a2bf9,$382608294.51,"Carrera 9ª # 9-7 Sur Torre 4 apartamento 69 689060 Florián, Santander",5,3,Laureles
a72c4986-8960-4e95-8006-3b56a6208ff5,$774475350.34,"Cr. 11 # 34-8 Este Bodega 8 156325 Berbeo, Boyacá",5,2,Caldas
6bb49b6b-caa2-486d-94f2-60dadea5b8af,$852897403.26,"Avenida Sucre # 74-5 Este 057016 Giraldo, Antioquia",5,5,Poblado
23d92b0b-03ba-4eb8-a21c-1feb1805cae6,$628545169.78,"Cl. 9ª # 38-63 Torre 2 apartamento 60 956579 Miraflores, Guaviare",3,1,Envigado
b8a3a88e-4c70-45a9-b802-ca51b95528c5,$309606869.28,"Calle 85 # 28-8 Este 945486 Pana Pana, Guainía",3,3,Itagui
0c45d6fb-3cec-435a-80e6-751dbd7d6a82,$55800499.93,"Tr. 31 # 8-32 911162 El Encanto, Amazonas",2,5,Caldas
690ce8f5-b519-43b0-9f18-b46173e615aa,$116106150.19,"Calle 93 # 66-69 Sur 855670 Sabanalarga, Casanare",1,1,Sabaneta
c5d0c187-81f9-4dc8-bbcf-d0bc6e6acd3d,$407384685.42,"Cl. 30 # 3-37 Este 862437 Villagarzón, Putumayo",4,3,Envigado
a0b2cc4d-2431-45a3-b557-411e86fd9f6e,$401550437.85,"Cl. 42 # 60-6 Etapa 3 apartamento 3 911059 Puerto Nariño, Amazonas",3,5,Laureles
07d43649-bd41-41b9-81ba-68f1f6e31ace,$889175075.29,"Av. calle 12 # 58R-85 Sur Bodega 91 526727 Ricaurte, Nariño",2,2,Poblado
26c44fe0-9dc2-4d75-99ae-932d8fc13b32,$690270275.08,"Diagonal 175 # 1-4 Este Bodega 60 158140 Tenza, Boyacá",3,4,Caldas
40274373-f30f-4be5-b2ec-d45e847154bc,$511378619.65,"Cr. 180 # 36L-7 Sur 861863 Puerto Guzmán, Putumayo",4,4,Belen
97386f47-bab7-4156-a70b-75dca4cde385,$254790517.07,"Carrera 3O Bis # 7N-3 Este 548137 Durania, Norte de Santander",5,1,Itagui
0b5eb395-77eb-40a7-a7be-35911667ccf8,$458417951.73,"Cr. 5ª # 88-3 131961 San Cristóbal, Bolívar",3,6,La Estrella
fb364ade-e442-467c-b039-2ee548a6eefc,$550587401.79,"Calle 5ª # 2-57 Sur 197873 Mercaderes, Cauca",3,1,Sabaneta
ef9acecb-8b52-4630-9bc0-384b71fb7101,$425500226.28,"Carrera 8I # 15D-58 197195 Cajibío, Cauca",5,1,Poblado
83e2c809-ebbe-44f1-976d-06ddd27d424f,$244201968.14,"Transversal 150 # 2-98 052045 Vigía del Fuerte, Antioquia",2,2,Belen
661ea7ba-f714-45be-9a31-e11646a596a7,$324974774.66,"Avenida calle 30 # 85-7 Sur 191895 Inzá, Cauca",1,1,La Estrella
1c6a9d9a-706a-4278-9deb-417cf67c21a8,$759663417.26,"Cr. 116Z # 21-3 Apto. 4 178988 Pácora, Caldas",2,2,Caldas
edc5df4f-a74f-4f19-90ad-ce5ec413d26c,$555953230.47,"Dg. 42 # 3-23 Sur 732401 Líbano, Tolima",2,5,Itagui
ac413305-44d5-4c62-a75d-dca3427e286a,$118471721.76,"Calle 5ª # 5-1 Apto. 16 151089 El Espino, Boyacá",1,4,Poblado
01c92c67-2f9b-4ef8-b0e2-bd8cfd0697f9,$486766537.84,"Carrera 49 # 21-1 Este Torre 4 apartamento 30 154955 Muzo, Boyacá",1,3,Caldas
3e89e0ea-2bde-4b8e-967e-d66e54c4fb7a,$594729696.84,"Cr. 31 # 7M-4 Este Torre 5 apartamento 3 238759 Pueblo Nuevo, Córdoba",4,3,Laureles
8b18aeae-f5bb-460b-a317-73450e481949,$434780691.71,"Calle 116P # 5-89 Oficina 211 257548 Cabrera, Cundinamarca",3,2,La Estrella
23870517-7205-4651-8123-8bdbdaccf7a4,$840424617.42,"Cr. 111 # 7-2 Este Etapa 7 apartamento 45 660716 Belén de Umbría, Risaralda",3,1,Caldas
